Posted On,BHK,Rent_Floor,Total_Floors,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
2022-06-14,2,2,5,1200,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-06-28,3,2,5,1350,Super Area,KTR Colony,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,14000
2022-05-23,5,3,5,2300,Carpet Area,Narayanguda,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,45000
2022-06-22,1,2,4,1300,Super Area,Alwal,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,12000
2022-05-12,2,3,4,1000,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12500
2022-06-04,2,4,5,1210,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000
2022-05-16,2,2,3,1050,Super Area,"Bollaram, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9500
2022-07-10,3,8,10,1600,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Agent,35000
2022-04-30,1,3,3,300,Super Area,in Syed Ali Guda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4000
2022-05-12,1,4,4,300,Super Area,"Mallepally, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-07-08,2,5,5,1010,Carpet Area,ECIL,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,12500
2022-07-08,3,5,5,1850,Carpet Area,"Patrika Nagar, Hitech City",Hyderabad,Furnished,Bachelors,3,Contact Owner,65000
2022-06-24,2,0,3,1300,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,13000
2022-06-23,2,3,3,1100,Carpet Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,12500
2022-07-10,3,3,5,2200,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,45000
2022-06-17,1,5,5,500,Built Area,Seri Lingampally,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-07-06,3,4,24,2290,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,50000
2022-07-10,3,4,5,1900,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,40000
2022-07-10,3,2,5,1600,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,30000
2022-04-30,2,2,3,800,Super Area,Chandrayanguttabalguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-07-06,3,2,5,1600,Super Area,"Sanath Nagar, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,25000
2022-06-02,1,1,5,500,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9000
2022-05-16,3,2,3,1500,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Furnished,Family,3,Contact Owner,16000
2022-05-06,1,1,3,650,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,10500
2022-07-06,4,0,14,3300,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,4,Contact Agent,100000
2022-06-26,2,0,1,1200,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000
2022-06-14,2,2,3,800,Super Area,Ram nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000
2022-05-06,3,1,3,1200,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,24000
2022-05-06,2,2,3,1000,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,12000
2022-07-02,2,1,2,1600,Super Area,Kothapet,Hyderabad,Unfurnished,Family,3,Contact Owner,20000
2022-07-03,2,1,3,1200,Carpet Area,Dr A.S. Rao Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,24000
2022-07-05,2,2,2,1100,Super Area,"Balapur X road,Triveni nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-07-10,3,2,6,1250,Carpet Area,Alwal,Hyderabad,Semi-Furnished,Family,3,Contact Owner,12000
2022-06-25,2,0,2,1100,Carpet Area,Gajularamaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-07-08,2,1,6,1600,Super Area,Kattedan Rd,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,45000
2022-06-16,2,2,2,1000,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000
2022-05-06,1,2,3,455,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500
2022-05-25,3,23,23,1473,Super Area,"Kukatpally, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,40000
2022-07-02,5,0,5,4050,Super Area,"Bandlaguda Jagir,, Hyderabad",Hyderabad,Unfurnished,Bachelors/Family,4,Contact Owner,300000
2022-06-25,1,0,1,400,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4000
2022-06-29,2,1,2,1300,Super Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-07-06,4,2,2,2520,Carpet Area,Defence Colony Layout,Hyderabad,Semi-Furnished,Family,5,Contact Owner,27000
2022-06-22,1,2,5,500,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,10000
2022-05-06,2,0,2,200,Super Area,"Pathar Gatti, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,10000
2022-05-12,2,0,1,1200,Super Area,Upperpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-07-07,3,2,5,1950,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,18000
2022-07-10,1,2,5,500,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,14500
2022-05-01,1,3,3,500,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,9000
2022-07-06,2,1,3,1150,Super Area,Bandlaguda Jagir,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,14000
2022-06-02,2,0,4,242,Super Area,"APHB Colony-Moula Ali, Moula Ali Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,18000
2022-07-02,2,5,7,720,Carpet Area,"Pocharam, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9500
2022-06-10,3,19,30,1800,Super Area,Nanakram Guda,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,49000
2022-05-13,1,1,3,450,Super Area,"Chandulal bela colony, shahalibanda",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000
2022-05-06,2,1,1,130,Super Area,Lal Darwaza,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,130000
2022-06-02,2,2,4,690,Super Area,New Malakpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8000
2022-05-06,2,2,4,1000,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,13000
2022-05-06,3,0,4,1500,Super Area,Shivaji Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-05-29,3,0,6,1150,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,18000
2022-05-29,3,1,5,1783,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,32000
2022-05-25,2,1,3,900,Super Area,Santosh Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-07-06,3,2,13,1725,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,35000
2022-05-25,1,0,3,680,Carpet Area,Bapu Nagar-Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-06-06,1,2,3,550,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000
2022-05-25,2,1,2,1290,Super Area,"Jillelguda, Medbowli",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9500
2022-05-10,2,0,2,1450,Super Area,"Arvind Nagar Colony, Toli Chowki",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12500
2022-05-06,2,3,3,1300,Super Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
2022-05-12,2,2,4,1450,Super Area,Nagole,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-07-06,3,10,15,1496,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,38000
2022-05-31,3,1,5,1850,Super Area,Kompally,Hyderabad,Semi-Furnished,Family,2,Contact Owner,20000
2022-06-14,3,2,4,1600,Carpet Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,15000
2022-07-06,3,3,5,3500,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,3,Contact Agent,130000
2022-07-08,3,5,6,1850,Super Area,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,27000
2022-07-02,2,3,5,1210,Super Area,Secunderabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,16000
2022-06-06,2,0,1,1400,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
2022-06-04,2,0,4,950,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
2022-06-22,2,3,4,878,Super Area,Malkajgiri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
2022-05-06,2,2,6,875,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,17000
2022-06-02,2,3,4,300,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,12500
2022-06-14,3,4,5,1800,Super Area,Nizampet,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,25000
2022-07-02,3,1,9,1956,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,35000
2022-05-25,2,2,4,800,Super Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,12000
2022-05-29,2,5,5,1175,Super Area,Shamirpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-06-25,2,3,4,1080,Super Area,Anupuram Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-07-06,3,1,19,1955,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,45000
2022-07-06,2,1,5,950,Super Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,20000
2022-07-02,2,2,3,800,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-05-06,2,2,4,1090,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-07-09,3,2,5,1450,Carpet Area,Bandari Layout,Hyderabad,Semi-Furnished,Family,3,Contact Owner,15000
2022-07-07,2,3,4,1070,Carpet Area,KPHB Road,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,19800
2022-05-06,2,3,5,60,Super Area,"Gulmohar Park Colony, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8500
2022-07-06,4,14,14,3133,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Furnished,Family,5,Contact Agent,130000
2022-07-10,1,2,2,900,Carpet Area,in Trimulgherry,Hyderabad,Unfurnished,Family,1,Contact Owner,8500
2022-05-16,1,1,2,60,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4500
2022-06-10,2,3,4,600,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000
2022-07-10,1,3,3,750,Carpet Area,Hyderaguda-Attapur,Hyderabad,Semi-Furnished,Family,1,Contact Owner,13000
2022-07-06,2,2,4,900,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,18000
2022-07-04,3,2,4,1800,Carpet Area,filmnagar. hydrabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,26000
2022-05-20,1,3,5,470,Super Area,Kondapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,17000
2022-05-06,2,1,3,720,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000
2022-05-12,1,0,3,450,Super Area,"Somajiguda, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8000
2022-07-06,2,7,7,600,Super Area,Madhura Nagar-Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-06-26,2,1,1,1100,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-06-27,2,3,3,1300,Super Area,IAS Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,14000
2022-06-25,2,0,2,1500,Super Area,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
2022-07-05,2,4,8,1200,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,22000
2022-05-29,4,3,4,3000,Super Area,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,45000
2022-06-26,3,1,1,2000,Carpet Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000
2022-06-14,2,2,4,800,Super Area,"Lakdikapul, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,16000
2022-07-08,3,3,6,1000,Carpet Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,35000
2022-05-12,2,2,3,1200,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-06-18,1,1,2,400,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Builder,5500
2022-06-04,3,4,5,1250,Carpet Area,"Somajiguda, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,35000
2022-07-04,1,5,5,700,Carpet Area,"Chanda Naik Nagar, Madhapur",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,14000
2022-07-06,2,1,5,1100,Super Area,"Alkapur Township, Hyderabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,25000
2022-06-06,4,1,3,2050,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,36000
2022-07-06,2,4,8,1428,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Agent,20000
2022-05-22,3,3,5,1700,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Furnished,Family,3,Contact Agent,30000
2022-07-02,2,2,5,1140,Super Area,"Kismatpur, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner,12000
2022-05-22,2,2,5,1000,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,16000
2022-06-03,2,3,5,1160,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,13000
2022-07-05,3,3,5,3000,Carpet Area,sri sai arcade madinaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,22000
2022-07-06,1,1,3,450,Super Area,Madhapur,Hyderabad,Unfurnished,Family,1,Contact Agent,15000
2022-05-06,3,2,5,1540,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,14000
2022-05-06,2,2,8,1000,Super Area,"Saroornagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8000
2022-07-06,3,7,30,1417,Carpet Area,Nanakaramguda,Hyderabad,Furnished,Bachelors,3,Contact Agent,57000
2022-05-31,3,1,3,2100,Carpet Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1200
2022-07-08,2,4,4,550,Carpet Area,Ram nagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,8000
2022-05-18,3,1,5,1600,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,15000
2022-07-10,2,4,5,1200,Super Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,17000
2022-06-18,2,1,2,500,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,12000
2022-06-17,3,0,5,1300,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
2022-06-25,2,1,3,600,Super Area,Ramchandrapuram Mandal,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,13000
2022-06-25,3,1,6,1565,Carpet Area,"KMR Estates, Serilingampally",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,35000
2022-07-06,1,2,4,350,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500
2022-06-03,2,1,4,1100,Super Area,"Padmanabha Nagar, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,11000
2022-05-12,2,1,6,1200,Super Area,Vijay nagar colony m,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
2022-06-03,3,1,5,2000,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,3,Contact Owner,35000
2022-05-25,3,3,6,2200,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,27000
2022-07-06,3,2,4,1400,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,18000
2022-05-06,3,5,6,1950,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000
2022-05-16,2,1,1,130,Carpet Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8500
2022-06-10,2,0,2,1300,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-06-09,3,5,12,1675,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,35000
2022-07-06,2,3,5,1135,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
2022-05-12,3,3,4,1800,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,20000
2022-06-14,3,1,5,1400,Super Area,Attapur,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,18000
2022-07-06,4,16,22,3698,Carpet Area,"Gachibowli CUC, Outer Ring Road",Hyderabad,Semi-Furnished,Family,5,Contact Agent,140000
2022-05-12,2,0,4,950,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-05-12,2,1,2,650,Super Area,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-06-24,1,3,3,100,Carpet Area,in 1-71/1/a,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,5300
2022-05-25,2,2,3,950,Carpet Area,IDA Uppal,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,11000
2022-06-10,2,1,2,1000,Carpet Area,"New Nagole Colony, Kothapet",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,12000
2022-06-06,2,3,4,900,Carpet Area,Gwachiwali,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
2022-05-29,3,7,10,1800,Carpet Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000
2022-07-02,2,2,3,1000,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000
2022-05-09,3,2,5,1800,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,22000
2022-05-12,2,2,4,1000,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-05-12,1,1,2,450,Super Area,Jeedimetla,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5400
2022-05-28,3,2,5,1771,Super Area,Bandam Kommu,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,16500
2022-06-29,2,4,5,1150,Carpet Area," in Erragadda, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,12000
2022-06-22,2,2,3,1000,Super Area,Musheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8500
2022-05-08,2,2,5,1050,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,14000
2022-06-08,3,2,3,1500,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-05-12,2,1,2,750,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,6000
2022-05-12,2,0,4,1100,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-06-29,2,0,3,800,Super Area,Road no 3 banjara hills hyderabad 500035,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-07-02,3,1,5,150,Carpet Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,37000
2022-06-30,1,2,3,750,Super Area,"Bapu Nagar, Lakdikapul",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500
2022-05-20,2,2,3,600,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,10000
2022-05-25,2,2,3,1080,Super Area,"Habsiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-04-28,2,3,3,1100,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-05-17,2,2,3,750,Super Area,Alwal,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
2022-07-10,3,10,14,2405,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent,60000
2022-04-30,2,4,5,1248,Carpet Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-06-02,2,2,5,1110,Carpet Area,Dhulapally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-07-10,3,2,5,2300,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,50000
2022-07-08,2,3,5,1000,Carpet Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors,2,Contact Owner,17000
2022-05-06,2,4,5,800,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000
2022-07-06,4,3,3,3115,Super Area,"Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad",Hyderabad,Furnished,Bachelors/Family,5,Contact Owner,80000
2022-06-22,1,1,2,500,Super Area,"Saroornagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7500
2022-05-15,2,5,5,950,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,14000
2022-07-06,2,2,3,1374,Super Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-04-30,1,0,1,1300,Carpet Area,Khanapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,10000
2022-05-25,2,5,6,1150,Super Area,Abhyudaya Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,17000
2022-07-02,1,2,3,450,Carpet Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner,6500
2022-05-06,2,3,5,927,Super Area,Bachupally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
2022-06-25,3,4,5,1500,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,22000
2022-07-06,2,1,3,1200,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-05-29,2,0,2,1200,Super Area,Patelguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-07-06,3,16,19,2800,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Furnished,Family,3,Contact Agent,52000
2022-05-06,1,3,4,562,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500
2022-06-19,2,1,3,1500,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
2022-05-06,3,0,3,1950,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000
2022-07-10,3,3,8,1360,Super Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors,2,Contact Owner,14000
2022-06-25,3,1,3,1800,Super Area,Prashanth hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000
2022-05-31,2,2,8,950,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12500
